b,critic_loss,policy_loss,steps,walltime
1.0,2.3352146,0.00033182744,988,53.98264288902283
1.0,2.4450765,0.00036042288,989,54.018606424331665
1.0,2.216616,0.00035456067,990,54.07140755653381
1.0,2.4081187,0.0004581548,991,54.141326665878296
1.0,2.2428207,0.00037395605,992,54.18434810638428
1.0,2.4102592,0.00036503063,993,54.23844385147095
1.0,2.29774,0.0002714383,994,54.302674293518066
1.0,2.2447867,0.00027742772,995,54.34925556182861
1.0,2.1903253,0.00026220173,996,54.39856719970703
1.0,2.3289392,0.00039355244,997,54.43620324134827
1.0,2.2258139,0.00036405725,998,54.484078884124756
1.0,2.2030694,0.0003138538,999,54.54575276374817
1.0,2.3769517,0.00031315748,1000,54.5985267162323
1.0,2.3937294,0.0003695565,1001,54.677891969680786
1.0,2.3715382,0.00037509846,1002,54.746190786361694
1.0,2.2790024,0.00030750976,1003,54.7985942363739
1.0,2.3152173,0.0003222527,1004,54.86596179008484
1.0,2.39776,0.00035226278,1005,54.9064576625824
1.0,2.4298794,0.00036047676,1006,54.96781635284424
1.0,2.3237636,0.00041604662,1007,55.00368332862854
1.0,2.2991185,0.0004161599,1008,55.06836462020874
1.0,2.2794008,0.0002917569,1009,55.13096642494202
1.0,2.2664096,0.00030423532,1010,55.17769193649292
1.0,2.2358704,0.00026792844,1011,55.22699999809265
1.0,2.112595,0.0002763178,1012,55.26789999008179
1.0,2.2864335,0.00029651987,1013,55.329087257385254
1.0,2.3368487,0.00033267858,1014,55.39504599571228
1.0,2.2425861,0.00041685416,1015,55.44549226760864
1.0,2.3220358,0.0003370366,1016,55.508907079696655
1.0,2.1639214,0.00030184357,1017,55.564396381378174
1.0,2.2497523,0.00030780231,1018,55.62429618835449
1.0,2.28075,0.00039366263,1019,55.67494583129883
1.0,2.2983108,0.0003208133,1020,55.71786022186279
1.0,2.2886477,0.0003028584,1021,55.78612017631531
1.0,2.3623443,0.00040867043,1022,55.835901737213135
1.0,2.309491,0.00038649005,1023,55.87175679206848
1.0,2.341656,0.00033690248,1024,55.94861340522766
1.0,2.2732453,0.00031617034,1025,56.00307774543762
1.0,2.198687,0.000345597,1026,56.05316948890686
1.0,2.2421596,0.00027171924,1027,56.116440773010254
1.0,2.380659,0.00037910815,1028,56.1767942905426
1.0,2.3084605,0.00036385327,1029,56.21121287345886
1.0,2.286648,0.00033758394,1030,56.26912260055542
1.0,2.3452814,0.00034843048,1031,56.33904528617859
1.0,2.190485,0.0003221145,1032,56.384867429733276
1.0,2.2260053,0.0004298993,1033,56.45620942115784
1.0,2.2672415,0.0003832425,1034,56.50390911102295
1.0,2.328838,0.00033529743,1035,56.57406735420227
1.0,2.244133,0.000320758,1036,56.634146213531494
1.0,2.2642388,0.00041275998,1037,56.66988730430603
1.0,2.2923937,0.0003893081,1038,56.737892866134644
1.0,2.2902613,0.0003810428,1039,56.77247142791748
1.0,2.2824707,0.0003384385,1040,56.834415912628174
1.0,2.2445598,0.00037965222,1041,56.88568425178528
1.0,2.4562485,0.00035799626,1042,56.92216157913208
1.0,2.341809,0.00045641628,1043,56.988441944122314
1.0,2.3173366,0.00036137598,1044,57.04533839225769
1.0,2.189037,0.00041002527,1045,57.09256672859192
1.0,2.2781389,0.00042856735,1046,57.15032339096069
1.0,2.4055226,0.00037339106,1047,57.193339586257935
1.0,2.3212326,0.00039918922,1048,57.26729726791382
1.0,2.2248187,0.00038217145,1049,57.30774116516113
1.0,2.3555148,0.0004544403,1050,57.34465312957764
1.0,2.1331573,0.00036552467,1051,57.38964557647705
1.0,2.3221977,0.00043624305,1052,57.442617416381836
1.0,2.3091252,0.00044359092,1053,57.4921019077301
1.0,2.189854,0.00040546292,1054,57.54777407646179
1.0,2.2725947,0.00036716647,1055,57.609429121017456
1.0,2.250762,0.000328116,1056,57.65278172492981
1.0,2.3764353,0.0004660557,1057,57.693857192993164
1.0,2.2850652,0.00034392253,1058,57.76263689994812
1.0,2.2774591,0.0004311846,1059,57.81220078468323
1.0,2.2828834,0.00043068273,1060,57.84560489654541
1.0,2.3517647,0.00042251596,1061,57.91945171356201
1.0,2.2832813,0.00041670934,1062,57.97734236717224
1.0,2.2248049,0.00042673544,1063,58.01573133468628
1.0,2.2889543,0.0004653962,1064,58.08286905288696
1.0,2.2786455,0.0005154122,1065,58.14070963859558
1.0,2.2068787,0.0003434823,1066,58.19217085838318
1.0,2.2772207,0.0004566595,1067,58.24206304550171
1.0,2.3917525,0.00040238944,1068,58.27759885787964
1.0,2.3595686,0.00044591486,1069,58.32427000999451
1.0,2.218425,0.00036603562,1070,58.37898302078247
1.0,2.33969,0.000431687,1071,58.44035744667053
1.0,2.2799995,0.00052694214,1072,58.47995114326477
1.0,2.2963588,0.000496537,1073,58.54389476776123
1.0,2.1484444,0.00040149462,1074,58.60073184967041
1.0,2.3645792,0.00046796992,1075,58.65076684951782
1.0,2.2805967,0.00041681033,1076,58.68921232223511
1.0,2.3213978,0.00048239273,1077,58.75728464126587
1.0,2.208665,0.0004986724,1078,58.788516998291016
1.0,2.2678614,0.00050826545,1079,58.84985685348511
1.0,2.2118132,0.00041219467,1080,58.90355825424194
1.0,2.4363298,0.0005455038,1081,58.95654606819153
1.0,2.2817867,0.00046486035,1082,59.01300668716431
1.0,2.2763925,0.00035307038,1083,59.06773543357849
1.0,2.354213,0.0004557924,1084,59.122246980667114
1.0,2.266836,0.00046133818,1085,59.16270303726196
1.0,2.1905766,0.0004980841,1086,59.203007221221924
1.0,2.1418948,0.00039676,1087,59.24904799461365
1.0,2.2787905,0.0003849256,1088,59.32089972496033
1.0,2.3263123,0.0005722803,1089,59.361170053482056
1.0,2.3517122,0.00045110536,1090,59.41554570198059
1.0,2.393583,0.0005062991,1091,59.481034994125366
1.0,2.2372856,0.00047287077,1092,59.54226469993591
1.0,2.178737,0.00042547917,1093,59.577699184417725
1.0,2.2477996,0.00038507063,1094,59.629518032073975
1.0,2.306867,0.0005590515,1095,59.69479012489319
1.0,2.359412,0.0005969021,1096,59.73019242286682
1.0,2.259982,0.000440847,1097,59.79454803466797
1.0,2.3601272,0.00045499147,1098,59.84924793243408
1.0,2.2674885,0.0005056142,1099,59.90464186668396
1.0,2.2004514,0.0004800426,1100,59.94125580787659
1.0,2.4453669,0.0005268913,1101,59.99808478355408
1.0,2.305035,0.0005982097,1102,60.04502272605896
1.0,2.2287,0.0004066216,1103,60.0780885219574
1.0,2.3878052,0.00045839348,1104,60.126540660858154
1.0,2.3813372,0.00048535687,1105,60.19932317733765
1.0,2.2118952,0.00038854993,1106,60.24768114089966
1.0,2.3341691,0.0005635453,1107,60.27993726730347
1.0,2.3489082,0.000547801,1108,60.33190107345581
1.0,2.3139257,0.00045558088,1109,60.373887062072754
1.0,2.3620958,0.00058698247,1110,60.44466781616211
1.0,2.3180528,0.00058390584,1111,60.49877667427063
1.0,2.2055087,0.00044342148,1112,60.54920721054077
1.0,2.4150648,0.00063114986,1113,60.60689067840576
1.0,2.1897166,0.00046237156,1114,60.65423560142517
1.0,2.4454,0.00050121295,1115,60.71912670135498
1.0,2.3344295,0.0005785285,1116,60.761032819747925
1.0,2.3098035,0.000691038,1117,60.80114126205444
1.0,2.319556,0.00056892855,1118,60.8494987487793
1.0,2.2162948,0.0004337089,1119,60.91655683517456
1.0,2.253693,0.00047407765,1120,60.96757984161377
1.0,2.2764173,0.0004853415,1121,61.022170543670654
1.0,2.31033,0.0005454838,1122,61.077040672302246
1.0,2.2823665,0.0005295476,1123,61.12954545021057
1.0,2.3909667,0.00067128084,1124,61.15967392921448
1.0,2.3003087,0.0006333792,1125,61.23020577430725
1.0,2.167109,0.0004892956,1126,61.265156269073486
1.0,2.3562393,0.00059030973,1127,61.31283736228943
1.0,2.366718,0.00058780203,1128,61.38917565345764
1.0,2.3480606,0.00054873165,1129,61.42728638648987
1.0,2.3032694,0.000661604,1130,61.5055136680603
1.0,2.3271809,0.0005393686,1131,61.54507112503052
1.0,2.2011836,0.00056770316,1132,61.61525273323059
1.0,2.32629,0.00051434844,1133,61.66247534751892
1.0,2.2664442,0.00057133986,1134,61.724480390548706
1.0,2.4151545,0.0005561135,1135,61.75669264793396
1.0,2.3700502,0.000580011,1136,61.808879137039185
1.0,2.2884,0.0005031695,1137,61.879966497421265
1.0,2.3452764,0.00070054515,1138,61.90879583358765
1.0,2.430372,0.0006320896,1139,61.9598925113678
1.0,2.3926575,0.0006011103,1140,62.005733251571655
1.0,2.4082391,0.00057284976,1141,62.057212591171265
1.0,2.341197,0.00047185083,1142,62.117058515548706
1.0,2.4170942,0.0005886178,1143,62.163294076919556
1.0,2.3577807,0.0005472312,1144,62.21761608123779
1.0,2.3008604,0.00052281213,1145,62.24822235107422
1.0,2.405217,0.0006144244,1146,62.292683124542236
1.0,2.2972455,0.0005126019,1147,62.341206550598145
1.0,2.31738,0.00062427553,1148,62.407466411590576
1.0,2.283656,0.0005716277,1149,62.43803262710571
1.0,2.3032048,0.0005487447,1150,62.50905179977417
1.0,2.370645,0.0006188289,1151,62.54876947402954
1.0,2.5082479,0.0007024725,1152,62.614346504211426
1.0,2.2111244,0.0005639471,1153,62.6673219203949
1.0,2.4968834,0.0006056036,1154,62.721296548843384
1.0,2.2762609,0.0005931809,1155,62.77857518196106
1.0,2.399425,0.000574158,1156,62.82848763465881
1.0,2.3076692,0.00061842916,1157,62.85879683494568
1.0,2.3819785,0.00077964726,1158,62.9234504699707
1.0,2.1949954,0.00059041765,1159,62.97981905937195
1.0,2.4642239,0.00063986634,1160,63.01170992851257
1.0,2.3309488,0.00064269296,1161,63.05263137817383
1.0,2.3776543,0.00068117026,1162,63.101197719573975
1.0,2.3927941,0.0005833742,1163,63.14578676223755
1.0,2.1616178,0.000670939,1164,63.19988965988159
1.0,2.4174144,0.00062334567,1165,63.25564956665039
1.0,2.4829197,0.00063938386,1166,63.307605266571045
1.0,2.30767,0.00050224777,1167,63.36706209182739
1.0,2.390593,0.00064147986,1168,63.40361952781677
1.0,2.3301866,0.0005688461,1169,63.46296429634094
1.0,2.2250702,0.0006548014,1170,63.53167772293091
1.0,2.2068343,0.00064185157,1171,63.58139681816101
1.0,2.30302,0.00072217785,1172,63.65828204154968
1.0,2.2927313,0.0005608845,1173,63.71660041809082
1.0,2.3203225,0.0004856683,1174,63.772252321243286
1.0,2.287549,0.0005825924,1175,63.8046019077301
1.0,2.2651153,0.0006851133,1176,63.878029346466064
1.0,2.2658627,0.0006065176,1177,63.93234705924988
1.0,2.321879,0.00058740855,1178,63.97304606437683
1.0,2.2697217,0.0007700686,1179,64.03021311759949
1.0,2.4048233,0.00066153286,1180,64.10683417320251
1.0,2.348761,0.00069829274,1181,64.16557216644287
1.0,2.348798,0.0007460065,1182,64.22644662857056
1.0,2.254901,0.0007533509,1183,64.2983045578003
1.0,2.3547735,0.00080668635,1184,64.37814450263977
1.0,2.3952625,0.0008281857,1185,64.43078804016113
1.0,2.2133117,0.00065679755,1186,64.52395367622375
1.0,2.4315395,0.0006344606,1187,64.58401560783386
1.0,2.4041893,0.0008786208,1188,64.6198034286499
1.0,2.3588452,0.000785381,1189,64.69424891471863
1.0,2.2231991,0.00073016225,1190,64.75350308418274
1.0,2.2610502,0.0008236695,1191,64.81179928779602
1.0,2.2252862,0.0006364051,1192,64.8746407032013
1.0,2.2522864,0.00071855506,1193,64.92352819442749
1.0,2.3106186,0.00077054044,1194,64.99506616592407
1.0,2.4361727,0.0008450394,1195,65.05836963653564
1.0,2.321576,0.0008256593,1196,65.12305355072021
1.0,2.3341017,0.00079075864,1197,65.18740391731262
1.0,2.2390628,0.00073342747,1198,65.25433540344238
1.0,2.438528,0.0008949244,1199,65.3158187866211
1.0,2.2404022,0.0006649619,1200,65.40834903717041
1.0,2.2295642,0.0007520027,1201,65.46614980697632
1.0,2.4265118,0.00084961555,1202,65.53872752189636
1.0,2.3334866,0.0008155089,1203,65.6301064491272
1.0,2.2803795,0.00081699213,1204,65.69508504867554
1.0,2.1656976,0.00077974127,1205,65.77799129486084
1.0,2.4048986,0.00086524896,1206,65.82662463188171
1.0,2.2437565,0.0008910187,1207,65.89365315437317
1.0,2.3538342,0.00087068847,1208,65.9556531906128
1.0,2.319089,0.00095959,1209,66.01589441299438
1.0,2.4239938,0.0010880668,1210,66.06628036499023
1.0,2.250956,0.00080871256,1211,66.10576558113098
1.0,2.2907574,0.0010740843,1212,66.1563229560852
1.0,2.423518,0.0008737538,1213,66.1950671672821
1.0,2.4051685,0.0008594898,1214,66.26314234733582
1.0,2.403041,0.0007843018,1215,66.30287480354309
1.0,2.3867524,0.0009116855,1216,66.37333250045776
1.0,2.448325,0.0008504663,1217,66.40918684005737
1.0,2.4975526,0.0008299992,1218,66.45311999320984
1.0,2.311755,0.0008292309,1219,66.49984312057495
1.0,2.3557634,0.00077436,1220,66.56780481338501
1.0,2.425173,0.0008500597,1221,66.60434651374817
1.0,2.3978415,0.0006537775,1222,66.650723695755
1.0,2.4001477,0.00069596025,1223,66.7245876789093
1.0,2.413675,0.00095559104,1224,66.77664399147034
1.0,2.3240035,0.0008510118,1225,66.82738208770752
1.0,2.340736,0.00088238396,1226,66.88325071334839
1.0,2.4376178,0.00081325596,1227,66.92123413085938
1.0,2.3258386,0.0007953715,1228,66.99213027954102
1.0,2.3491116,0.0008109329,1229,67.05323386192322
1.0,2.3173833,0.00079684064,1230,67.10890221595764
1.0,2.2590907,0.00075215835,1231,67.14283204078674
1.0,2.2551587,0.00093129906,1232,67.2176570892334
1.0,2.4905107,0.0008008162,1233,67.2742292881012
1.0,2.399138,0.0008139353,1234,67.34410667419434
1.0,2.35733,0.0007466828,1235,67.38269567489624
1.0,2.2856169,0.00079931866,1236,67.43778252601624
1.0,2.2929215,0.0008018814,1237,67.49803924560547
1.0,2.360419,0.00084127975,1238,67.53345227241516
1.0,2.3366375,0.0008424977,1239,67.58497524261475
1.0,2.3289332,0.00091821456,1240,67.6526288986206
1.0,2.2885747,0.00084130507,1241,67.70054841041565
1.0,2.39273,0.0007372814,1242,67.73898959159851
1.0,2.3679767,0.00086393376,1243,67.79714298248291
1.0,2.334808,0.0008266375,1244,67.86616539955139
1.0,2.3979456,0.00074622774,1245,67.93900656700134
1.0,2.3756201,0.0007322965,1246,67.98358750343323
1.0,2.1669083,0.0007017781,1247,68.02697038650513
1.0,2.3394728,0.00069891266,1248,68.08814191818237
1.0,2.370099,0.0008374546,1249,68.13792061805725
1.0,2.3142729,0.0007646964,1250,68.17690801620483
1.0,2.3195245,0.0008039175,1251,68.23009324073792
1.0,2.278957,0.00087889394,1252,68.29289865493774
1.0,2.4244893,0.0007662599,1253,68.33019042015076
1.0,2.5447078,0.00083925785,1254,68.41431474685669
1.0,2.3093119,0.0006813103,1255,68.47179007530212
1.0,2.383867,0.00089740386,1256,68.51250720024109
1.0,2.379846,0.00074712915,1257,68.57440447807312
1.0,2.2225628,0.0009205117,1258,68.6463577747345
1.0,2.4267845,0.0008457126,1259,68.6935887336731
1.0,2.4523108,0.00097549084,1260,68.74328303337097
1.0,2.3973231,0.00085846754,1261,68.79404330253601
1.0,2.196642,0.00078803377,1262,68.85423994064331
1.0,2.3331943,0.00091414654,1263,68.89948654174805
1.0,2.5606904,0.0010793217,1264,68.95581579208374
1.0,2.3951797,0.0008504791,1265,69.00150179862976
1.0,2.3463979,0.0009061689,1266,69.07305479049683
1.0,2.3496943,0.0010953433,1267,69.1178719997406
1.0,2.1889915,0.00085179385,1268,69.1861743927002
1.0,2.345227,0.0010989452,1269,69.22269868850708
1.0,2.3519406,0.0010034819,1270,69.2770926952362
1.0,2.3527884,0.0011617169,1271,69.3469774723053
1.0,2.4836574,0.0012103282,1272,69.3862693309784
1.0,2.4423087,0.0010443222,1273,69.45999956130981
1.0,2.296801,0.00080274825,1274,69.49291276931763
1.0,2.3114564,0.00087519566,1275,69.55091667175293
1.0,2.1973677,0.00086526456,1276,69.59206819534302
1.0,2.264096,0.0010833563,1277,69.63628840446472
1.0,2.2971306,0.0010674612,1278,69.68311619758606
1.0,2.204658,0.001292288,1279,69.73703503608704
1.0,2.3308666,0.001017669,1280,69.78491997718811
1.0,2.3277373,0.0011368052,1281,69.85403180122375
1.0,2.2937176,0.0010016289,1282,69.90757012367249
1.0,2.412511,0.001003898,1283,69.95579504966736
1.0,2.2955594,0.0012680147,1284,69.98738431930542
1.0,2.2898774,0.0011173298,1285,70.03461289405823
1.0,2.25313,0.0011179683,1286,70.10809683799744
1.0,2.3129063,0.00094795605,1287,70.16998672485352
1.0,2.2669497,0.0008925005,1288,70.2103009223938
1.0,2.4069393,0.0008999518,1289,70.26939654350281
1.0,2.4356902,0.00091205223,1290,70.32494282722473
1.0,2.3157644,0.001152839,1291,70.36574411392212
1.0,2.2089796,0.0008692282,1292,70.41045618057251
1.0,2.3617134,0.0011465584,1293,70.45852494239807
1.0,2.1997821,0.0010481583,1294,70.51881575584412
1.0,2.3010783,0.0010949795,1295,70.58118081092834
1.0,2.2689009,0.0010123252,1296,70.62719559669495
1.0,2.424811,0.0010383892,1297,70.665766954422
1.0,2.2237864,0.00096837006,1298,70.7239921092987
1.0,2.3209217,0.0010702134,1299,70.78516626358032
1.0,2.2193916,0.0009226749,1300,70.83642721176147
1.0,2.348062,0.0010640462,1301,70.88584661483765
1.0,2.243919,0.0009534741,1302,70.9354920387268
1.0,2.1570117,0.0007775373,1303,70.97339129447937
1.0,2.357172,0.0010266729,1304,71.02664113044739
1.0,2.3736272,0.0010304828,1305,71.09112763404846
1.0,2.2283747,0.00097459415,1306,71.14215111732483
1.0,2.241393,0.0010340139,1307,71.19171977043152
1.0,2.254373,0.0011287637,1308,71.23002362251282
1.0,2.4109979,0.0009610308,1309,71.30123400688171
1.0,2.2761474,0.00092681934,1310,71.35787725448608
1.0,2.210598,0.0009379747,1311,71.39194512367249
1.0,2.2510173,0.0008856042,1312,71.43668699264526
1.0,2.2642188,0.0009645346,1313,71.50050759315491
1.0,2.42803,0.00084452215,1314,71.55951070785522
1.0,2.1833637,0.0009517542,1315,71.61261510848999
1.0,2.3887708,0.001047814,1316,71.65220785140991
1.0,2.261393,0.0010165946,1317,71.69958209991455
1.0,2.2700772,0.0007411492,1318,71.74918341636658
1.0,2.3040993,0.0010239154,1319,71.80545926094055
1.0,2.2006102,0.0008699137,1320,71.84888195991516
1.0,2.2181563,0.00087606075,1321,71.92446231842041
1.0,2.3592176,0.0008520452,1322,71.98644804954529
1.0,2.2057652,0.0008136963,1323,72.03188824653625
1.0,2.1490805,0.00097040803,1324,72.07845067977905
1.0,2.4136455,0.0009881745,1325,72.15261554718018
1.0,2.4181411,0.0009855535,1326,72.20519614219666
1.0,2.236121,0.0010333001,1327,72.23807144165039
1.0,2.1417212,0.0010369251,1328,72.30687379837036
1.0,2.2978039,0.001116026,1329,72.37191104888916
1.0,2.368956,0.0011084954,1330,72.42017793655396
1.0,2.3534703,0.0010815174,1331,72.47647380828857
1.0,2.236312,0.001090345,1332,72.53425908088684
1.0,2.2663333,0.0010137013,1333,72.597665309906
1.0,2.339014,0.0009290733,1334,72.65286207199097
1.0,2.440289,0.0009833139,1335,72.71338558197021
1.0,2.2228115,0.00091027014,1336,72.74146580696106
1.0,2.2524352,0.0009996473,1337,72.79536652565002
1.0,2.194963,0.00079732336,1338,72.86853003501892
1.0,2.2261841,0.0010633193,1339,72.92642021179199
1.0,2.415957,0.0008955582,1340,72.96192860603333
1.0,2.3602319,0.0011345288,1341,73.00685596466064
1.0,2.2642193,0.0009253855,1342,73.0771656036377
1.0,2.2478735,0.0009966159,1343,73.13500928878784
1.0,2.3125489,0.0010040789,1344,73.1833143234253
1.0,2.3161411,0.0010058786,1345,73.21598672866821
1.0,2.3318408,0.0009802547,1346,73.2919409275055
1.0,2.2163389,0.000862232,1347,73.34172821044922
1.0,2.3680065,0.0010953291,1348,73.37381482124329
1.0,2.312696,0.00087713636,1349,73.4407286643982
1.0,2.2634082,0.000902993,1350,73.50072193145752
1.0,2.3903003,0.0010963662,1351,73.53606963157654
1.0,2.1824083,0.0008560702,1352,73.59550094604492
1.0,2.3081675,0.0010841106,1353,73.63810157775879
1.0,2.1984384,0.0010430678,1354,73.68970322608948
1.0,2.285232,0.0009266273,1355,73.74935102462769
1.0,2.3269215,0.0012178815,1356,73.79462146759033
1.0,2.254355,0.0009085365,1357,73.83537364006042
1.0,2.272826,0.0010725778,1358,73.88476037979126
1.0,2.3475325,0.0010003232,1359,73.93237972259521
1.0,2.5762966,0.0010360393,1360,73.99334168434143
1.0,2.4146373,0.0010387287,1361,74.06409049034119
1.0,2.209453,0.0010420926,1362,74.1023178100586
1.0,2.197425,0.00094384514,1363,74.15406513214111
1.0,2.3891828,0.0012152019,1364,74.21404767036438
1.0,2.1725368,0.001038683,1365,74.26432418823242
1.0,2.2414832,0.0011280114,1366,74.33767867088318
1.0,2.2671158,0.0010265866,1367,74.39764332771301
1.0,2.2441607,0.0012276367,1368,74.4440484046936
1.0,2.359439,0.001145235,1369,74.48976254463196
1.0,2.1909442,0.0010945814,1370,74.56389546394348
1.0,2.3018682,0.0011429737,1371,74.59964871406555
1.0,2.189978,0.0011032319,1372,74.65818786621094
1.0,2.2091715,0.0010813745,1373,74.7153012752533
1.0,2.2881784,0.0010667169,1374,74.78924870491028
1.0,2.2159042,0.0009105165,1375,74.85003066062927
1.0,2.5562243,0.0012853191,1376,74.89297342300415
1.0,2.2803473,0.0012178539,1377,74.94717335700989
1.0,2.2970471,0.00088927266,1378,75.0131585597992
1.0,2.3171,0.001009628,1379,75.07227921485901
1.0,2.2156217,0.0009662249,1380,75.13162112236023
1.0,2.399567,0.0011789738,1381,75.19296145439148
1.0,2.359443,0.0009859139,1382,75.25132536888123
1.0,2.3981178,0.0010718387,1383,75.30134773254395
1.0,2.2871878,0.00089396967,1384,75.35697078704834
1.0,2.2066636,0.0010144489,1385,75.40538024902344
1.0,2.3304029,0.0010748978,1386,75.43662738800049
1.0,2.1959963,0.0011446,1387,75.48971700668335
1.0,2.41628,0.0012988215,1388,75.5654730796814
1.0,2.2636344,0.0012924871,1389,75.62107634544373
1.0,2.240374,0.00093582517,1390,75.6485104560852
1.0,2.2159019,0.0010264043,1391,75.71237874031067
1.0,2.3547707,0.0012893901,1392,75.74639058113098
1.0,2.2857525,0.0010512666,1393,75.81569695472717
1.0,2.2914596,0.0008815981,1394,75.86982536315918
1.0,2.267037,0.001071413,1395,75.90970277786255
1.0,2.3337364,0.0011308518,1396,75.96284532546997
1.0,2.326263,0.00095958257,1397,76.01914286613464
1.0,2.2741761,0.0010875444,1398,76.04516673088074
1.0,2.2422545,0.0011525124,1399,76.11743474006653
1.0,2.1840143,0.0012723919,1400,76.17016506195068
1.0,2.2635267,0.00095622806,1401,76.2113425731659
1.0,2.4306614,0.0012577192,1402,76.25934791564941
1.0,2.275316,0.00090227654,1403,76.3300952911377
1.0,2.3173807,0.0010567807,1404,76.36729574203491
1.0,2.300822,0.0008724589,1405,76.41060137748718
1.0,2.3878179,0.0012317612,1406,76.46444845199585
1.0,2.2920322,0.0010757593,1407,76.52607011795044
1.0,2.449426,0.0012456953,1408,76.55439805984497
1.0,2.3106725,0.0012175338,1409,76.59748411178589
1.0,2.2996733,0.0010911349,1410,76.64569234848022
1.0,2.4274871,0.001118693,1411,76.712482213974
1.0,2.401455,0.0011004378,1412,76.75199341773987
1.0,2.2543812,0.0008602596,1413,76.80130529403687
1.0,2.2277372,0.0008542546,1414,76.84744668006897
1.0,2.3852792,0.0012952427,1415,76.90850877761841
1.0,2.2987142,0.00096792966,1416,76.96105933189392
1.0,2.487147,0.0011078885,1417,77.01737833023071
1.0,2.3639238,0.0010203513,1418,77.05744361877441
1.0,2.3033957,0.0010959511,1419,77.12185859680176
1.0,2.3851788,0.0012976669,1420,77.15765690803528
1.0,2.4554691,0.00125332,1421,77.21697902679443
1.0,2.4460526,0.0013416761,1422,77.28236722946167
1.0,2.2778852,0.001285546,1423,77.32193422317505
1.0,2.3954206,0.0012796082,1424,77.36575889587402
1.0,2.3835196,0.0012006995,1425,77.41992783546448
1.0,2.354114,0.0013464409,1426,77.48999404907227
1.0,2.3343475,0.0009840896,1427,77.5283989906311
1.0,2.2328596,0.0009994463,1428,77.59338903427124
1.0,2.3837535,0.0011696013,1429,77.6559829711914
1.0,2.3050184,0.0012077289,1430,77.69168066978455
1.0,2.5231235,0.0010968943,1431,77.7414038181305
1.0,2.276021,0.0011452059,1432,77.81523776054382
1.0,2.4288568,0.0010148447,1433,77.86178350448608
1.0,2.3917594,0.0012489854,1434,77.92220711708069
1.0,2.2962923,0.0013584988,1435,78.00255942344666
1.0,2.2813597,0.0011350198,1436,78.06538486480713
1.0,2.396987,0.0012492592,1437,78.1102831363678
1.0,2.2761254,0.0011224331,1438,78.18718433380127
1.0,2.4080563,0.001181531,1439,78.24303078651428
1.0,2.3073788,0.0012094227,1440,78.31435537338257
1.0,2.3136034,0.0011335984,1441,78.37428617477417
1.0,2.6277807,0.0013037125,1442,78.40544033050537
1.0,2.282412,0.0012939728,1443,78.478187084198
1.0,2.336431,0.0012285048,1444,78.5250289440155
1.0,2.2948704,0.0010542516,1445,78.59066867828369
1.0,2.3549511,0.0011505994,1446,78.62590909004211
1.0,2.384328,0.0010813363,1447,78.68813824653625
1.0,2.3280344,0.0009313911,1448,78.74163126945496
1.0,2.4362843,0.0013739207,1449,78.78464913368225
1.0,2.180348,0.0011021399,1450,78.85080099105835
1.0,2.312718,0.0013457906,1451,78.8964102268219
1.0,2.3657224,0.0012481473,1452,78.9636697769165
1.0,2.4152455,0.0011445559,1453,79.01595544815063
1.0,2.4694688,0.0012936051,1454,79.07083177566528
1.0,2.4609015,0.0014712802,1455,79.11288857460022
1.0,2.3543134,0.0011673116,1456,79.16520023345947
1.0,2.4517975,0.0013358656,1457,79.20956659317017
1.0,2.1810143,0.0012823447,1458,79.2812352180481
1.0,2.4185534,0.0013449684,1459,79.31733441352844
1.0,2.2682066,0.0011121056,1460,79.38289642333984
1.0,2.3245666,0.0011139016,1461,79.41555047035217
1.0,2.2405572,0.0009769953,1462,79.48058342933655
1.0,2.4013174,0.0011273053,1463,79.53981900215149
1.0,2.3252175,0.0012113124,1464,79.59221196174622
1.0,2.226813,0.001220013,1465,79.64747309684753
1.0,2.3631053,0.0010670789,1466,79.71051168441772
1.0,2.2426527,0.0012308862,1467,79.74685406684875
1.0,2.3836398,0.0012077284,1468,79.8211121559143
1.0,2.2009175,0.0010728277,1469,79.87807607650757
1.0,2.4141834,0.0013370365,1470,79.90883803367615
1.0,2.3615727,0.0014836816,1471,79.98561191558838
1.0,2.3188941,0.0010888694,1472,80.04181408882141
1.0,2.3478642,0.0013820997,1473,80.09138941764832
1.0,2.3356867,0.0011258321,1474,80.15616297721863
1.0,2.2984636,0.0009115339,1475,80.19208455085754
1.0,2.4296875,0.0013087046,1476,80.25994944572449
1.0,2.3022668,0.001038449,1477,80.29495334625244
1.0,2.5444353,0.0013126935,1478,80.34054183959961
1.0,2.3092499,0.0013491847,1479,80.38782739639282
1.0,2.2497468,0.0014324787,1480,80.45228958129883
1.0,2.264056,0.0010630466,1481,80.49049830436707
1.0,2.2794793,0.0012934663,1482,80.54047083854675
1.0,2.277532,0.0012299053,1483,80.59192824363708
1.0,2.3749912,0.0009405013,1484,80.63477849960327
1.0,2.314932,0.0012227914,1485,80.71375060081482
1.0,2.3532286,0.0010592553,1486,80.7722659111023
1.0,2.3386092,0.00095500797,1487,80.83162784576416
1.0,2.221505,0.0009685,1488,80.8855631351471
1.0,2.3152828,0.0012139154,1489,80.94407629966736
1.0,2.3298225,0.001304652,1490,80.98151922225952
1.0,2.3155832,0.00138611,1491,81.04925203323364
1.0,2.5131063,0.0010556978,1492,81.11103343963623
